Wall time,Step,Value
1565732202.963128,8390,1.165226936340332
1565732207.1919222,8430,1.1777113676071167
1565732209.2613685,8450,1.2470629215240479
1565732210.3111973,8460,1.2654366493225098
1565732211.3571746,8470,1.117550015449524
1565732212.4130902,8480,1.2175452709197998
1565732214.50554,8500,1.2356204986572266
1565732215.5453362,8510,1.1768649816513062
1565732216.5917723,8520,1.1789038181304932
1565732217.649203,8530,1.1524226665496826
1565732221.8352427,8570,1.1383147239685059
1565732223.882647,8590,1.1183607578277588
1565732224.9522264,8600,1.1412866115570068
1565732226.003794,8610,1.2497061491012573
1565732227.02494,8620,1.0683550834655762
1565732228.037695,8630,1.3209812641143799
1565732232.2198365,8670,1.0960724353790283
1565732233.2414865,8680,1.199980616569519
1565732234.2815468,8690,1.264682650566101
1565732235.3457146,8700,1.2771828174591064
1565732238.5215027,8730,1.2138221263885498
1565732239.5341947,8740,1.2504355907440186
1565732240.5586135,8750,1.225502848625183
1565732241.5952275,8760,1.1465684175491333
1565732242.6230228,8770,1.1798198223114014
1565732244.7139325,8790,1.1537978649139404
1565732245.779325,8800,1.1234217882156372
1565732246.8274124,8810,1.2564964294433594
1565732247.8809695,8820,1.3401472568511963
1565732249.954467,8840,1.1337512731552124
1565732253.0830505,8870,1.1519767045974731
1565732255.1786976,8890,1.2523168325424194
1565732256.223086,8900,1.1964733600616455
1565732258.2415185,8920,1.1246757507324219
1565732259.2867663,8930,1.116908311843872
1565732260.3364742,8940,1.219404935836792
1565732262.4208553,8960,1.2702752351760864
1565732263.4605408,8970,1.1995034217834473
1565732265.5595088,8990,1.2499752044677734
1565732266.6242967,9000,1.2098958492279053
1565732271.024417,9040,1.18837571144104
1565732272.0403912,9050,1.1211780309677124
1565732274.0319529,9070,1.2185497283935547
1565732275.0806777,9080,1.1651246547698975
1565732276.1327133,9090,1.1186940670013428
1565732277.4523299,9100,1.240602970123291
1565732278.5063531,9110,1.1629021167755127
1565732279.5660496,9120,1.1263936758041382
1565732280.617433,9130,1.163724660873413
1565732282.6964037,9150,1.3549076318740845
1565732283.74546,9160,1.2820444107055664
1565732284.7905686,9170,1.1397337913513184
1565732287.9637027,9200,1.1892646551132202
1565732289.0109518,9210,1.2630805969238281
1565732290.0331655,9220,1.1704261302947998
1565732291.0576754,9230,1.1268434524536133
1565732293.0937457,9250,1.3374508619308472
1565732299.3123574,9310,1.0949978828430176
1565732300.3095,9320,1.21708083152771
1565732301.3532906,9330,1.4572352170944214
