Wall time,Step,Value
1565735103.241022,16470,0.7109375
1565735104.2621536,16480,0.69921875
1565735107.413918,16510,0.68359375
1565735108.4668837,16520,0.62109375
1565735111.6439636,16550,0.71484375
1565735115.8497865,16590,0.63671875
1565735116.9095075,16600,0.63671875
1565735117.8999262,16610,0.65625
1565735125.0785973,16680,0.6875
1565735127.2015955,16700,0.69921875
1565735128.2464323,16710,0.69140625
1565735129.287489,16720,0.734375
1565735132.3149784,16750,0.66796875
1565735133.3315144,16760,0.75390625
1565735135.4209127,16780,0.62890625
1565735139.6123743,16820,0.6953125
1565735140.6620662,16830,0.6953125
1565735141.6813514,16840,0.6484375
1565735144.8429363,16870,0.640625
1565735149.0796156,16910,0.65234375
1565735150.1116483,16920,0.703125
1565735152.0925517,16940,0.671875
1565735153.1049726,16950,0.69140625
1565735154.1092572,16960,0.6796875
1565735155.150274,16970,0.6796875
1565735157.2377524,16990,0.71484375
1565735160.6563437,17020,0.65234375
1565735161.6550338,17030,0.69921875
1565735162.6727326,17040,0.640625
1565735163.7024689,17050,0.68359375
1565735167.8600438,17090,0.64453125
1565735168.9052796,17100,0.640625
1565735174.1487262,17150,0.68359375
1565735176.176696,17170,0.6328125
1565735177.1625533,17180,0.6640625
1565735178.1702757,17190,0.68359375
1565735182.3536885,17230,0.67578125
1565735185.4135325,17260,0.69140625
1565735187.4485326,17280,0.6640625
1565735190.5784216,17310,0.6953125
1565735191.6050518,17320,0.62890625
1565735192.6410112,17330,0.6484375
1565735193.6908772,17340,0.6875
1565735194.7257168,17350,0.73046875
1565735196.763573,17370,0.7109375
1565735198.8142047,17390,0.6640625
1565735201.933362,17420,0.640625
1565735202.9793854,17430,0.66796875
1565735205.0794168,17450,0.65234375
1565735206.1335533,17460,0.6796875
1565735207.1529005,17470,0.71875
1565735210.3152297,17500,0.66796875
1565735212.3854277,17520,0.6875
1565735213.3687828,17530,0.7265625
1565735214.3807316,17540,0.60546875
1565735215.4174147,17550,0.6796875
1565735222.738886,17620,0.71875
1565735223.7541597,17630,0.67578125
1565735226.8652813,17660,0.70703125
1565735232.0932422,17710,0.6875
1565735236.2648706,17750,0.65234375
1565735242.5053937,17810,0.67578125
1565735243.5485706,17820,0.6640625
1565735245.6354573,17840,0.67578125
1565735249.806421,17880,0.6484375
1565735250.8453708,17890,0.6796875
1565735251.9140108,17900,0.71484375
1565735254.003182,17920,0.66796875
1565735255.0632074,17930,0.68359375
1565735256.1186962,17940,0.66796875
1565735260.261315,17980,0.734375
1565735264.8321986,18020,0.6953125
1565735266.9150584,18040,0.70703125
1565735267.9141176,18050,0.69921875
1565735276.2193844,18130,0.7109375
1565735277.263927,18140,0.67578125
1565735280.4258711,18170,0.71484375
1565735283.545343,18200,0.671875
1565735287.7109172,18240,0.65234375
1565735289.7453606,18260,0.7265625
1565735293.9192812,18300,0.671875
1565735299.1283247,18350,0.65234375
1565735300.1775327,18360,0.67578125
1565735304.417442,18400,0.625
1565735305.448149,18410,0.6640625
1565735308.5730717,18440,0.65234375
1565735309.5983021,18450,0.6484375
1565735310.634699,18460,0.671875
1565735313.7435777,18490,0.6484375
1565735316.9288826,18520,0.69921875
1565735317.984659,18530,0.66796875
1565735320.072532,18550,0.6875
1565735322.2271373,18570,0.63671875
