,index,sm,smmax,dataset,directory,cell_id,channel
593,125,0,0.6857749,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8435,1
594,126,0,0.858212,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8460,1
595,127,5,0.5232495,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8550,1
596,128,5,0.5629767,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8551,1
597,129,0,0.9959943,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8702,1
598,130,0,0.8975807,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8708,1
599,131,0,0.9998311,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8809,1
600,132,0,0.94765973,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8922,1
601,133,0,0.999946,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8972,1
602,134,0,0.85749125,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9194,1
603,135,4,0.74808156,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9309,1
604,136,0,0.92549664,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9347,1
605,137,0,0.82722473,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9669,1
606,138,0,0.9989309,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9693,1
607,139,4,0.62402326,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9744,1
608,140,0,0.99657935,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9788,1
